2021-10-26 01:12:22.9360||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-26 01:12:25.9457|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-26 01:12:42.7384||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-26 01:12:42.7384||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-26 01:12:42.7853||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-26 01:31:59.0439||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-26 01:32:01.3031|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-26 01:32:02.3922||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-26 01:32:02.4055||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-26 01:32:02.4161||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-26 01:37:10.0161||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-26 01:37:12.5277|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-26 01:37:13.5107||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-26 01:37:13.5107||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-26 01:37:13.5107||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-26 01:37:43.8944||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-26 01:37:46.1097|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-26 01:37:46.9976||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-26 01:37:46.9976||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-26 01:37:47.0084||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-26 18:47:34.9686||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-26 18:47:38.9805|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
2021-10-26 18:47:40.2706||INFO|Microsoft.Hosting.Lifetime|Application started. Press Ctrl+C to shut down. |url: |action: 
2021-10-26 18:47:40.2750||INFO|Microsoft.Hosting.Lifetime|Hosting environment: Development |url: |action: 
2021-10-26 18:47:40.2750||INFO|Microsoft.Hosting.Lifetime|Content root path: C:\Users\vuong\Desktop\SWR-VuonDauBE\vuondauBE\VuonDau.WebApi |url: |action: 
2021-10-26 20:21:48.9706||DEBUG|VuonDau.WebApi.Program|init main |url: |action: 
2021-10-26 20:21:52.8397|10400|WARN|Microsoft.EntityFrameworkCore.Model.Validation|Sensitive data logging is enabled. Log entries and exception messages may include sensitive application data; this mode should only be enabled during development. |url: |action: 
